id_diputado,nombre,apellido,nombre_completo,genero,distritos,cantidad_distritos,cantidad_bloques,fecha_inicio,fecha_fin
hcdn0011,dulce,granados,dulce granados,f,buenos aires,1,1,2009-12-10,2017-12-09
hcdn0014,marcelo eduardo,lopez arias,marcelo eduardo lopez arias,m,salta,1,3,2007-12-10,2011-12-09
hcdn0019,mabel hilda,müller,mabel hilda müller,f,buenos aires,1,2,2009-12-10,2013-12-09
hcdn0022,miguel angel,pichetto,miguel angel pichetto,m,buenos aires,1,3,2023-12-10,2027-12-09
hcdn0035,mario raul,negri,mario raul negri,m,cordoba,1,1,2011-12-10,2023-12-09
hcdn0041,silvia beatriz,vazquez,silvia beatriz vazquez,f,buenos aires,1,2,2007-12-10,2011-12-09
hcdn0055,sergio,acevedo,sergio acevedo,m,santa cruz,1,2,2021-12-10,2025-12-09
hcdn0061,alfredo nestor,atanasof,alfredo nestor atanasof,m,buenos aires,1,2,2009-12-10,2013-12-09
hcdn0079,elisa maria avelina,carrio,elisa maria avelina carrio,f,ciudad de buenos aires,1,3,2009-12-10,2021-12-09
hcdn0083,mario,das neves,mario das neves,m,chubut,1,1,2013-12-10,2017-12-09
hcdn0096,nilda celia,garre,nilda celia garre,f,ciudad de buenos aires,1,1,2015-12-10,2019-12-09
hcdn0132,carlos,raimundi,carlos raimundi,m,buenos aires,1,4,2011-12-10,2015-12-09
hcdn0163,cesar alfredo,albrisi,cesar alfredo albrisi,m,cordoba,1,2,2007-12-10,2011-12-09
hcdn0173,graciela,camaño,graciela camaño,f,buenos aires,1,7,2007-12-10,2023-12-09
hcdn0181,diana beatriz,conti,diana beatriz conti,f,buenos aires,1,1,2009-12-10,2017-12-09
hcdn0230,adriana victoria,puiggros,adriana victoria puiggros,f,buenos aires,1,1,2007-12-10,2015-12-09
hcdn0235,jorge,rivas,jorge rivas,m,buenos aires,1,3,2007-12-10,2015-12-09
hcdn0238,eduardo,santin,eduardo santin,m,buenos aires,1,2,2011-12-10,2015-12-09
hcdn0240,daniel,scioli,daniel scioli,m,buenos aires,1,2,2017-12-10,2021-12-09
hcdn0244,margarita rosa,stolbizer,margarita rosa stolbizer,f,buenos aires,1,1,2009-12-10,2017-12-09
hcdn0298,jose luis,gioja,jose luis gioja,m,san juan,1,2,2015-12-10,2023-12-09
hcdn0303,leopoldo raul guido,moreau,leopoldo raul guido moreau,m,buenos aires,1,3,2017-12-10,2025-12-09
hcdn0313,jorge raul,yoma,jorge raul yoma,m,la rioja,1,2,2009-12-10,2013-12-09
hcdn0381,ricardo rodolfo,gil lavedra,ricardo rodolfo gil lavedra,m,ciudad de buenos aires,1,1,2009-12-10,2013-12-09
hcdn0403,franco agustin,caviglia,franco agustin caviglia,m,buenos aires,1,1,2013-12-10,2017-12-09
hcdn0409,zulema beatriz,daher,zulema beatriz daher,f,salta,1,3,2007-12-10,2011-12-09
hcdn0412,jose maria,diaz bancalari,jose maria diaz bancalari,m,buenos aires,1,1,2007-12-10,2015-12-09
hcdn0426,graciela maria,giannettasio,graciela maria giannettasio,f,buenos aires,1,1,2007-12-10,2015-12-09
hcdn0427,miguel angel,giubergia,miguel angel giubergia,m,jujuy,1,1,2007-12-10,2015-12-09
hcdn0440,eduardo gabriel,macaluse,eduardo gabriel macaluse,m,buenos aires,1,6,2007-12-10,2011-12-09
hcdn0453,jorge alberto,obeid,jorge alberto obeid,m,santa fe,1,3,2007-12-10,2017-12-09
hcdn0454,graciela,ocaña,graciela ocaña,f,buenos aires,1,2,2011-12-10,2025-12-09
hcdn0462,federico ramon,puerta,federico ramon puerta,m,misiones,1,2,2009-12-10,2013-12-09
hcdn0463,elsa siria,quiroz,elsa siria quiroz,f,buenos aires,1,2,2007-12-10,2011-12-09
hcdn0509,patricia,bullrich,patricia bullrich,f,ciudad de buenos aires,1,4,2007-12-10,2015-12-09
hcdn0513,luis bernardo,lusquiños,luis bernardo lusquiños,m,san luis,1,1,2013-12-10,2017-12-09
hcdn0530,hernan,lombardi,hernan lombardi,m,buenos aires,1,1,2021-12-10,2025-12-09
hcdn0543,mabel luisa,caparros,mabel luisa caparros,f,tierra del fuego,1,1,2019-12-10,2023-12-09
hcdn0552,eduardo segundo,brizuela del moral,eduardo segundo brizuela del moral,m,catamarca,1,2,2013-12-10,2021-12-09
hcdn0578,sergio ariel,basteiro,sergio ariel basteiro,m,buenos aires,1,3,2007-12-10,2011-12-09
hcdn0581,rosana andrea,bertone,rosana andrea bertone,f,tierra del fuego,1,2,2009-12-10,2023-12-09
hcdn0586,carlos ramon,brown,carlos ramon brown,m,buenos aires,1,2,2011-12-10,2015-12-09
hcdn0594,luis francisco jorge,cigogna,luis francisco jorge cigogna,m,buenos aires,1,1,2009-12-10,2017-12-09
hcdn0597,stella maris,cordoba,stella maris cordoba,f,tucuman,1,1,2009-12-10,2013-12-09
hcdn0600,gustavo,cusinato,gustavo cusinato,m,entre rios,1,1,2007-12-10,2011-12-09
hcdn0612,griselda noemi,herrera,griselda noemi herrera,f,la rioja,1,1,2011-12-10,2015-12-09
hcdn0633,blanca ines,osuna,blanca ines osuna,f,entre rios,1,2,2019-12-10,2027-12-09
hcdn0642,marcela virginia,rodriguez,marcela virginia rodriguez,f,buenos aires,1,2,2009-12-10,2013-12-09
hcdn0646,juan,schiaretti,juan schiaretti,m,cordoba,1,2,2013-12-10,2029-12-09
hcdn0648,julio rodolfo,solanas,julio rodolfo solanas,m,entre rios,1,1,2011-12-10,2019-12-09
hcdn0656,andres,zottos,andres zottos,m,salta,1,1,2017-12-10,2021-12-09
hcdn0660,vilma lidia,ibarra,vilma lidia ibarra,f,ciudad de buenos aires,1,3,2007-12-10,2011-12-09
hcdn0668,jose ignacio,de mendiguren,jose ignacio de mendiguren,m,buenos aires,1,3,2013-12-10,2021-12-09
hcdn0693,juan jose,alvarez,juan jose alvarez,m,buenos aires,1,3,2007-12-10,2011-12-09
hcdn0698,jorge luciano,montoya,jorge luciano montoya,m,cordoba,1,4,2007-12-10,2011-12-09
hcdn0703,julio,de vido,julio de vido,m,buenos aires,1,1,2015-12-10,2019-12-09
hcdn0705,daniel,filmus,daniel filmus,m,ciudad de buenos aires,1,2,2017-12-10,2021-12-09
hcdn0707,nestor carlos,kirchner,nestor carlos kirchner,m,buenos aires,1,1,2009-12-10,2013-12-09
hcdn0720,luis gustavo,borsani,luis gustavo borsani,m,mendoza,1,1,2015-12-10,2019-12-09
hcdn0722,carlos alberto,caserio,carlos alberto caserio,m,cordoba,1,1,2013-12-10,2017-12-09
hcdn0726,alicia marcela,comelli,alicia marcela comelli,f,neuquen,1,1,2007-12-10,2015-12-09
hcdn0732,maria graciela,de la rosa,maria graciela de la rosa,f,formosa,1,2,2007-12-10,2029-12-09
hcdn0733,gumersindo federico,alonso,gumersindo federico alonso,m,cordoba,1,1,2009-12-10,2013-12-09
hcdn0739,susana eladia,diaz,susana eladia diaz,f,tucuman,1,1,2007-12-10,2011-12-09
hcdn0741,patricia susana,fadel,patricia susana fadel,f,mendoza,1,1,2007-12-10,2011-12-09
hcdn0746,paulina esther,fiol,paulina esther fiol,f,santa fe,1,1,2007-12-10,2011-12-09
hcdn0749,susana rosa,garcia,susana rosa garcia,f,santa fe,1,2,2007-12-10,2011-12-09
hcdn0752,juan carlos,gioja,juan carlos gioja,m,san juan,1,1,2007-12-10,2011-12-09
hcdn0754,silvana myriam,giudici,silvana myriam giudici,f,ciudad de buenos aires,1,1,2007-12-10,2011-12-09
hcdn0755,ruperto eduardo,godoy,ruperto eduardo godoy,m,san juan,1,1,2007-12-10,2011-12-09
hcdn0760,juan manuel,irrazabal,juan manuel irrazabal,m,misiones,1,1,2007-12-10,2011-12-09
hcdn0768,gustavo angel,marconato,gustavo angel marconato,m,santa fe,1,1,2007-12-10,2011-12-09
hcdn0770,julio cesar,martinez,julio cesar martinez,m,la rioja,1,1,2009-12-10,2017-12-09
hcdn0774,jose ricardo,mongelo,jose ricardo mongelo,m,chaco,1,1,2011-12-10,2015-12-09
hcdn0781,adrian,perez,adrian perez,m,buenos aires,1,3,2007-12-10,2017-12-09
hcdn0783,hugo ruben,perie,hugo ruben perie,m,corrientes,1,1,2007-12-10,2011-12-09
hcdn0785,federico,pinedo,federico pinedo,m,ciudad de buenos aires,1,3,2007-12-10,2015-12-09
hcdn0788,cristian a.,ritondo,cristian a. ritondo,m,buenos aires,1,1,2019-12-10,2027-12-09
hcdn0791,diego horacio,sartori,diego horacio sartori,m,misiones,1,1,2019-12-10,2023-12-09
hcdn0792,juan carlos,sluga,juan carlos sluga,m,buenos aires,1,1,2007-12-10,2011-12-09
hcdn0796,geronimo,vargas aignasse,geronimo vargas aignasse,m,tucuman,1,1,2007-12-10,2011-12-09
hcdn0798,miguel luis,bonasso,miguel luis bonasso,m,ciudad de buenos aires,1,1,2007-12-10,2011-12-09
hcdn0799,claudio raul,lozano,claudio raul lozano,m,ciudad de buenos aires,1,3,2007-12-10,2015-12-09
hcdn0811,maria laura,leguizamon,maria laura leguizamon,f,buenos aires,1,1,2007-12-10,2011-12-09
hcdn0818,claudio javier,poggi,claudio javier poggi,m,san luis,1,2,2015-12-10,2025-12-09
hcdn0825,roberto fabian,rios,roberto fabian rios,m,corrientes,1,1,2011-12-10,2015-12-09
hcdn0837,jorge alberto,landau,jorge alberto landau,m,buenos aires,1,1,2007-12-10,2015-12-09
hcdn0841,jorge,taiana,jorge taiana,m,buenos aires,1,1,2025-12-10,2029-12-09
hcdn0845,oscar raul,aguad,oscar raul aguad,m,cordoba,1,1,2009-12-10,2017-12-09
hcdn0846,maria cristina,alvarez rodriguez,maria cristina alvarez rodriguez,f,buenos aires,1,2,2015-12-10,2023-12-09
hcdn0853,paula maria,bertol,paula maria bertol,f,ciudad de buenos aires,1,1,2009-12-10,2013-12-09
hcdn0855,hermes juan,binner,hermes juan binner,m,santa fe,1,1,2013-12-10,2017-12-09
hcdn0858,jose ricardo,brillo,jose ricardo brillo,m,neuquen,1,1,2009-12-10,2013-12-09
hcdn0859,daniel agustin,brue,daniel agustin brue,m,santiago del estero,1,2,2009-12-10,2023-12-09
hcdn0860,esteban jose,bullrich,esteban jose bullrich,m,ciudad de buenos aires,1,1,2009-12-10,2013-12-09
hcdn0862,susana mercedes,canela,susana mercedes canela,f,salta,1,1,2011-12-10,2015-12-09
hcdn0864,remo gerardo,carlotto,remo gerardo carlotto,m,buenos aires,1,2,2009-12-10,2017-12-09
hcdn0867,genaro aurelio,collantes,genaro aurelio collantes,m,catamarca,1,1,2009-12-10,2013-12-09
hcdn0870,alfredo victor,cornejo,alfredo victor cornejo,m,mendoza,1,1,2019-12-10,2023-12-09
hcdn0871,omar,de marchi,omar de marchi,m,mendoza,1,2,2009-12-10,2023-12-09
hcdn0872,francisco,de narvaez,francisco de narvaez,m,buenos aires,1,3,2009-12-10,2017-12-09
hcdn0875,edgardo fernando,depetri,edgardo fernando depetri,m,buenos aires,1,1,2009-12-10,2017-12-09
hcdn0876,juliana,di tullio,juliana di tullio,f,buenos aires,1,1,2009-12-10,2017-12-09
hcdn0877,juan carlos,diaz roig,juan carlos diaz roig,m,formosa,1,1,2009-12-10,2017-12-09
hcdn0879,margarita,ferra de bartol,margarita ferra de bartol,f,san juan,1,1,2009-12-10,2013-12-09
hcdn0885,maria teresa,garcia,maria teresa garcia,f,buenos aires,1,2,2009-12-10,2029-12-09
hcdn0887,daniel oscar,giacomino,daniel oscar giacomino,m,cordoba,1,1,2011-12-10,2015-12-09
hcdn0895,daniel ricardo,kroneberger,daniel ricardo kroneberger,m,la pampa,1,1,2011-12-10,2019-12-09
hcdn0896,carlos miguel,kunkel,carlos miguel kunkel,m,buenos aires,1,1,2009-12-10,2017-12-09
hcdn0903,maria carolina,moises,maria carolina moises,f,jujuy,1,2,2015-12-10,2023-12-09
hcdn0905,carlos julio,moreno,carlos julio moreno,m,buenos aires,1,1,2009-12-10,2017-12-09
hcdn0906,cristian rodolfo,oliva,cristian rodolfo oliva,m,santiago del estero,1,1,2009-12-10,2017-12-09
hcdn0910,hector pedro,recalde,hector pedro recalde,m,buenos aires,1,1,2009-12-10,2017-12-09
hcdn0912,agustin oscar,rossi,agustin oscar rossi,m,santa fe,1,3,2009-12-10,2029-12-09
hcdn0915,juan arturo,salim,juan arturo salim,m,tucuman,1,1,2009-12-10,2013-12-09
hcdn0917,jorge emilio,sarghini,jorge emilio sarghini,m,buenos aires,1,1,2017-12-10,2021-12-09
hcdn0921,gladys beatriz,soto,gladys beatriz soto,f,chaco,1,1,2011-12-10,2015-12-09
hcdn0924,enrique luis,thomas,enrique luis thomas,m,mendoza,1,2,2009-12-10,2013-12-09
hcdn0926,pablo gabriel,tonelli,pablo gabriel tonelli,m,ciudad de buenos aires,1,2,2011-12-10,2023-12-09
hcdn0930,mariano federico,west,mariano federico west,m,buenos aires,1,1,2009-12-10,2013-12-09
hcdn0934,maurice fabian,closs,maurice fabian closs,m,misiones,1,3,2015-12-10,2019-12-09
hcdn0949,jose ruben,uñac,jose ruben uñac,m,san juan,1,1,2011-12-10,2015-12-09
hcdn0954,nancy susana,gonzalez,nancy susana gonzalez,f,chubut,1,1,2009-12-10,2013-12-09
hcdn0955,fernando,sanchez,fernando sanchez,m,ciudad de buenos aires,1,2,2013-12-10,2017-12-09
hcdn0960,julian martin,obiglio,julian martin obiglio,m,ciudad de buenos aires,1,1,2009-12-10,2013-12-09
hcdn0964,ivana maria,bianchi,ivana maria bianchi,f,san luis,1,5,2007-12-10,2019-12-09
hcdn0969,eric,calcagno y maillmann,eric calcagno y maillmann,m,buenos aires,1,1,2011-12-10,2015-12-09
hcdn0970,maria julia,acosta,maria julia acosta,f,catamarca,1,1,2007-12-10,2011-12-09
hcdn0971,walter alfredo,agosto,walter alfredo agosto,m,santa fe,1,3,2007-12-10,2011-12-09
hcdn0972,hilda,aguirre,hilda aguirre,f,la rioja,1,3,2007-12-10,2027-12-09
hcdn0973,german enrique,alfaro,german enrique alfaro,m,tucuman,1,1,2007-12-10,2011-12-09
hcdn0974,hector jorge,alvaro,hector jorge alvaro,m,mendoza,1,1,2007-12-10,2011-12-09
hcdn0975,jose ameghino,arbo,jose ameghino arbo,m,corrientes,1,1,2007-12-10,2011-12-09
hcdn0976,maria josefa,areta,maria josefa areta,f,corrientes,1,1,2007-12-10,2011-12-09
hcdn0977,miguel angel,barrios,miguel angel barrios,m,santa fe,1,1,2007-12-10,2011-12-09
hcdn0978,nora esther,bedano,nora esther bedano,f,cordoba,1,1,2007-12-10,2015-12-09
hcdn0979,nelida,belous,nelida belous,f,tierra del fuego,1,5,2007-12-10,2011-12-09
hcdn0980,veronica claudia,benas,veronica claudia benas,f,santa fe,1,6,2007-12-10,2011-12-09
hcdn0981,mariel,calchaqui,mariel calchaqui,f,tierra del fuego,1,1,2007-12-10,2011-12-09
hcdn0982,graciela maria,caselles,graciela maria caselles,f,san juan,1,4,2007-12-10,2023-12-09
hcdn0983,jorge alberto,cejas,jorge alberto cejas,m,rio negro,1,1,2007-12-10,2015-12-09
hcdn0984,roy,cortina,roy cortina,m,ciudad de buenos aires,1,1,2007-12-10,2015-12-09
hcdn0985,maria cristina,cremer de busti,maria cristina cremer de busti,f,entre rios,1,4,2007-12-10,2017-12-09
hcdn0986,rosa laudelina,chiquichano,rosa laudelina chiquichano,f,chubut,1,1,2007-12-10,2011-12-09
hcdn0987,viviana monica,damilano grivarello,viviana monica damilano grivarello,f,chaco,1,1,2007-12-10,2011-12-09
hcdn0988,alfredo carlos,dato,alfredo carlos dato,m,tucuman,1,1,2007-12-10,2015-12-09
hcdn0989,hector eduardo,del campillo,hector eduardo del campillo,m,cordoba,1,1,2007-12-10,2011-12-09
hcdn0990,monica hayde,fein,monica hayde fein,f,santa fe,1,1,2007-12-10,2011-12-09
hcdn0991,luis maria,fernandez basualdo,luis maria fernandez basualdo,m,formosa,1,1,2007-12-10,2011-12-09
hcdn0992,jose ignacio,garcia hamilton,jose ignacio garcia hamilton,m,tucuman,1,1,2007-12-10,2011-12-09
hcdn0993,irma adriana,garcia,irma adriana garcia,f,la pampa,1,3,2007-12-10,2011-12-09
hcdn0994,claudia fernanda,gil lozano,claudia fernanda gil lozano,f,ciudad de buenos aires,1,2,2007-12-10,2011-12-09
hcdn0995,juan dante,gonzalez,juan dante gonzalez,m,mendoza,1,1,2007-12-10,2015-12-09
hcdn0996,jose alberto,herrera,jose alberto herrera,m,santiago del estero,1,1,2007-12-10,2019-12-09
hcdn0997,cynthia liliana,hotton,cynthia liliana hotton,f,ciudad de buenos aires,1,2,2007-12-10,2011-12-09
hcdn0998,eduardo enrique federico,kenny,eduardo enrique federico kenny,m,la pampa,1,1,2007-12-10,2011-12-09
hcdn0999,beatriz liliana,korenfeld,beatriz liliana korenfeld,f,santa cruz,1,1,2007-12-10,2011-12-09
hcdn1000,stella maris,leverberg,stella maris leverberg,f,misiones,1,1,2007-12-10,2015-12-09
hcdn1002,rafael angel,lopez,rafael angel lopez,m,formosa,1,1,2007-12-10,2011-12-09
hcdn1003,ana zulema,luna de marcos,ana zulema luna de marcos,f,santiago del estero,1,1,2007-12-10,2011-12-09
hcdn1004,paula cecilia,merchan,paula cecilia merchan,f,cordoba,1,3,2007-12-10,2011-12-09
hcdn1005,mario raul,merlo,mario raul merlo,m,san luis,1,2,2007-12-10,2011-12-09
hcdn1006,laura gisela,montero,laura gisela montero,f,mendoza,1,2,2007-12-10,2011-12-09
hcdn1007,antonio arnaldo maria,morante,antonio arnaldo maria morante,m,chaco,1,1,2007-12-10,2011-12-09
hcdn1008,manuel amor,morejon,manuel amor morejon,m,chubut,1,3,2007-12-10,2011-12-09
hcdn1009,juan mario,pais,juan mario pais,m,chubut,1,1,2007-12-10,2015-12-09
hcdn1010,raul omar,paroli,raul omar paroli,m,catamarca,1,1,2007-12-10,2011-12-09
hcdn1011,mirta ameliana,pastoriza,mirta ameliana pastoriza,f,santiago del estero,1,1,2007-12-10,2019-12-09
hcdn1012,fabian francisco,peralta,fabian francisco peralta,m,santa fe,1,2,2007-12-10,2015-12-09
hcdn1013,guillermo antonio,pereyra,guillermo antonio pereyra,m,mendoza,1,1,2007-12-10,2011-12-09
hcdn1014,jorge raul,perez,jorge raul perez,m,santiago del estero,1,1,2007-12-10,2011-12-09
hcdn1015,agustin alberto,portela,agustin alberto portela,m,corrientes,1,1,2007-12-10,2015-12-09
hcdn1016,hugo nelson,prieto,hugo nelson prieto,m,neuquen,1,1,2007-12-10,2011-12-09
hcdn1017,jesus fernando,rejal,jesus fernando rejal,m,la rioja,1,1,2007-12-10,2011-12-09
hcdn1018,alejandro luis,rossi,alejandro luis rossi,m,santa fe,1,1,2007-12-10,2011-12-09
hcdn1019,cipriana lorena,rossi,cipriana lorena rossi,f,rio negro,1,3,2007-12-10,2011-12-09
hcdn1020,ruben dario,sciutto,ruben dario sciutto,m,tierra del fuego,1,2,2007-12-10,2015-12-09
hcdn1021,silvia,storni,silvia storni,f,cordoba,1,1,2007-12-10,2011-12-09
hcdn1022,carlos,urlich,carlos urlich,m,chaco,1,1,2007-12-10,2011-12-09
hcdn1023,lisandro alfredo,viale,lisandro alfredo viale,m,entre rios,1,1,2007-12-10,2011-12-09
hcdn1024,jose antonio,vilariño,jose antonio vilariño,m,salta,1,1,2007-12-10,2015-12-09
hcdn1025,gustavo marcelo,zavallo,gustavo marcelo zavallo,m,entre rios,1,2,2007-12-10,2011-12-09
hcdn1029,juan carlos dante,gullo,juan carlos dante gullo,m,ciudad de buenos aires,1,1,2007-12-10,2011-12-09
hcdn1030,maria fernanda,reyes,maria fernanda reyes,f,ciudad de buenos aires,1,2,2007-12-10,2011-12-09
hcdn1031,fernando adolfo,iglesias,fernando adolfo iglesias,m,ciudad de buenos aires,1,3,2007-12-10,2025-12-09
hcdn1032,heriberto agustin,martinez oddone,heriberto agustin martinez oddone,m,cordoba,1,1,2007-12-10,2011-12-09
hcdn1033,eduardo alfredo,fellner,eduardo alfredo fellner,m,jujuy,1,1,2007-12-10,2011-12-09
hcdn1034,griselda angela,baldata,griselda angela baldata,f,cordoba,1,2,2007-12-10,2011-12-09
hcdn1035,juan carlos,vega,juan carlos vega,m,cordoba,1,2,2007-12-10,2011-12-09
hcdn1036,mario humberto,martiarena,mario humberto martiarena,m,jujuy,1,3,2007-12-10,2011-12-09
hcdn1037,alberto nicolas,paredes urquiza,alberto nicolas paredes urquiza,m,la rioja,1,1,2007-12-10,2011-12-09
hcdn1038,timoteo,llera,timoteo llera,m,misiones,1,1,2007-12-10,2011-12-09
hcdn1039,julia argentina,perie,julia argentina perie,f,misiones,1,1,2007-12-10,2015-12-09
hcdn1040,juan carlos,scalesi,juan carlos scalesi,m,rio negro,1,2,2007-12-10,2011-12-09
hcdn1041,monica liliana,torfe,monica liliana torfe,f,salta,1,1,2007-12-10,2011-12-09
hcdn1042,florencio,randazzo,florencio randazzo,m,buenos aires,1,4,2021-12-10,2025-12-09
hcdn1043,martin,lousteau,martin lousteau,m,ciudad de buenos aires,1,3,2013-12-10,2029-12-09
hcdn1046,evaristo arturo,rodriguez,evaristo arturo rodriguez,m,santa cruz,1,1,2007-12-10,2011-12-09
hcdn1048,nanci maria agustina,parrilli,nanci maria agustina parrilli,f,neuquen,1,1,2013-12-10,2017-12-09
hcdn1066,julio,cobos,julio cobos,m,mendoza,1,2,2013-12-10,2025-12-09
hcdn1068,horacio alberto,alcuaz,horacio alberto alcuaz,m,buenos aires,1,2,2007-12-10,2011-12-09
hcdn1069,octavio,argüello,octavio argüello,m,buenos aires,1,1,2007-12-10,2011-12-09
hcdn1070,gloria mercedes,bidegain,gloria mercedes bidegain,f,buenos aires,1,1,2007-12-10,2015-12-09
hcdn1071,ricardo oscar,cuccovillo,ricardo oscar cuccovillo,m,buenos aires,1,1,2007-12-10,2015-12-09
hcdn1072,elisa beatriz,carca,elisa beatriz carca,f,buenos aires,1,2,2007-12-10,2011-12-09
hcdn1073,victoria analia,donda perez,victoria analia donda perez,f,buenos aires | ciudad de buenos aires,2,5,2007-12-10,2023-12-09
hcdn1074,hector,flores,hector flores,m,buenos aires,1,2,2007-12-10,2021-12-09
hcdn1075,christian alejandro,gribaudo,christian alejandro gribaudo,m,buenos aires,1,2,2007-12-10,2017-12-09
hcdn1076,daniel,katz,daniel katz,m,buenos aires,1,3,2007-12-10,2011-12-09
hcdn1077,ruben orfel,lanceta,ruben orfel lanceta,m,buenos aires,1,1,2007-12-10,2011-12-09
hcdn1078,maria virginia,linares,maria virginia linares,f,buenos aires,1,2,2007-12-10,2015-12-09
hcdn1080,juan carlos,moran,juan carlos moran,m,buenos aires,1,2,2007-12-10,2011-12-09
hcdn1081,ariel osvaldo eloy,pasini,ariel osvaldo eloy pasini,m,buenos aires,1,1,2007-12-10,2015-12-09
hcdn1083,sandra adriana,rioboo,sandra adriana rioboo,f,buenos aires,1,1,2007-12-10,2011-12-09
hcdn1084,ramon,ruiz,ramon ruiz,m,buenos aires,1,1,2007-12-10,2011-12-09
hcdn1085,lidia elsa,satragno,lidia elsa satragno,f,buenos aires,1,1,2007-12-10,2011-12-09
hcdn1086,adela rosa,segarra,adela rosa segarra,f,buenos aires,1,1,2007-12-10,2015-12-09
hcdn1087,gustavo eduardo,serebrinsky,gustavo eduardo serebrinsky,m,buenos aires,1,2,2007-12-10,2011-12-09
hcdn1089,felipe carlos,sola,felipe carlos sola,m,buenos aires,1,8,2007-12-10,2021-12-09
hcdn1090,norberto pedro,erro,norberto pedro erro,m,buenos aires,1,3,2007-12-10,2011-12-09
hcdn1091,patricia susana,gardella,patricia susana gardella,f,buenos aires,1,3,2007-12-10,2011-12-09
hcdn1096,julio ruben,ledesma,julio ruben ledesma,m,buenos aires,1,2,2009-12-10,2013-12-09
hcdn1097,claudia alicia,bernazza,claudia alicia bernazza,f,buenos aires,1,1,2017-12-10,2021-12-09
hcdn1101,jorge luis,albarracin,jorge luis albarracin,m,mendoza,1,1,2009-12-10,2013-12-09
hcdn1107,sergio tomas,massa,sergio tomas massa,m,buenos aires,1,3,2013-12-10,2023-12-09
hcdn1110,juan carlos,lorges,juan carlos lorges,m,buenos aires,1,1,2007-12-10,2011-12-09
hcdn1117,norah susana,castaldo,norah susana castaldo,f,tucuman,1,1,2007-12-10,2011-12-09
hcdn1118,julian andres,dominguez,julian andres dominguez,m,buenos aires,1,1,2011-12-10,2015-12-09
hcdn1119,lucia benigna,corpacci,lucia benigna corpacci,f,catamarca,1,1,2019-12-10,2023-12-09
hcdn1121,luis alfredo,juez,luis alfredo juez,m,cordoba,1,1,2019-12-10,2023-12-09
hcdn1130,jose manuel,cano,jose manuel cano,m,tucuman,1,1,2013-12-10,2021-12-09
hcdn1132,marta beatriz,quintero,marta beatriz quintero,f,la rioja,1,1,2007-12-10,2011-12-09
hcdn1133,sergio damian,pinto,sergio damian pinto,m,mendoza,1,1,2007-12-10,2011-12-09
hcdn1134,nora graciela,iturraspe,nora graciela iturraspe,f,buenos aires,1,2,2009-12-10,2013-12-09
hcdn1135,walter raul,wayar,walter raul wayar,m,salta,1,1,2009-12-10,2013-12-09
hcdn1136,norma amanda,abdala de matarazzo,norma amanda abdala de matarazzo,f,santiago del estero,1,2,2009-12-10,2021-12-09
hcdn1137,oscar edmundo nicolas,albrieu,oscar edmundo nicolas albrieu,m,rio negro,1,1,2009-12-10,2013-12-09
hcdn1138,ricardo luis,alfonsin,ricardo luis alfonsin,m,buenos aires,1,1,2009-12-10,2017-12-09
hcdn1139,laura,alonso,laura alonso,f,ciudad de buenos aires,1,2,2009-12-10,2017-12-09
hcdn1140,elsa maria,alvarez,elsa maria alvarez,f,santa cruz,1,1,2009-12-10,2013-12-09
hcdn1141,jorge mario,alvarez,jorge mario alvarez,m,santa fe,1,1,2009-12-10,2013-12-09
hcdn1142,eduardo pablo,amadeo,eduardo pablo amadeo,m,buenos aires,1,5,2009-12-10,2019-12-09
hcdn1143,celia isabel,arena,celia isabel arena,f,santa fe,1,2,2009-12-10,2013-12-09
hcdn1144,alcira susana,argumedo,alcira susana argumedo,f,ciudad de buenos aires,1,2,2009-12-10,2017-12-09
hcdn1145,lucio bernardo,aspiazu,lucio bernardo aspiazu,m,corrientes,1,1,2009-12-10,2013-12-09
hcdn1146,mario leandro,barbieri,mario leandro barbieri,m,buenos aires,1,1,2009-12-10,2013-12-09
hcdn1147,raul enrique,barrandeguy,raul enrique barrandeguy,m,entre rios,1,1,2009-12-10,2013-12-09
hcdn1148,atilio,benedetti,atilio benedetti,m,entre rios,1,2,2009-12-10,2025-12-09
hcdn1149,maria eugenia,bernal,maria eugenia bernal,f,jujuy,1,1,2009-12-10,2013-12-09
hcdn1150,blanca,blanco de peralta,blanca blanco de peralta,f,santa cruz,1,1,2009-12-10,2013-12-09
hcdn1151,ricardo,buryaile,ricardo buryaile,m,formosa,1,1,2009-12-10,2023-12-09
hcdn1152,jorge justo,cardelli,jorge justo cardelli,m,ciudad de buenos aires,1,1,2009-12-10,2013-12-09
hcdn1153,carlos alberto,carranza,carlos alberto carranza,m,santa fe,1,3,2009-12-10,2013-12-09
hcdn1154,juan francisco,casañas,juan francisco casañas,m,tucuman,1,2,2009-12-10,2017-12-09
hcdn1155,hugo,castañon,hugo castañon,m,rio negro,1,1,2009-12-10,2013-12-09
hcdn1156,jorge omar,chemes,jorge omar chemes,m,entre rios,1,1,2009-12-10,2013-12-09
hcdn1157,maria elena petrona,chieno,maria elena petrona chieno,f,corrientes,1,1,2009-12-10,2013-12-09
hcdn1158,alicia mabel,ciciliani,alicia mabel ciciliani,f,santa fe,1,1,2009-12-10,2017-12-09
hcdn1159,carlos marcelo,comi,carlos marcelo comi,m,santa fe,1,2,2009-12-10,2013-12-09
